id,surface_area,compactness,sphericity,volume,diameter,rectangulairty,eccentricity,curvature,A3,D1,D2,D3,D4
0,0.656888566136094,2.054621918780647,0.4867075498705223,0.12656603101205882,1.0,0.45359062312932985,6.581440727230482,[  3  22 100 180 262 512 443 405],[11871 11335  8000  5736  4745  4117  2946  1092],[ 2283  6080  5658  8386 15850  5245  2374  3966],[ 4717  9739 10818 11171  7455  3862  1498   582],[10272  7834  7009  6138  4530  3649  2826  7584],[ 6056 13523 13427  9884  4899  1575   418    60]
1,0.5551998060186448,2.0082264488622212,0.4979518124395578,0.07801187177890351,1.0,0.5053333755758413,0.10656786029377305,[ 98 109 211 118 209  68 546 631],[12300 10978  7711  6014  4780  4018  2915  1136],[ 6157 12722  9005  5983  8014  5172  1814   985],[ 7481 14871 13645  8298  3089  1411   893   164],[18453 14253  8239  4427  2323  1130   587   440],[ 4990 16328 16309  8776  2874   501    66     8]
2,0.6214913985268791,1.9995991682388048,0.5001002280275872,0.1192900193984622,1.0,0.4702157832348597,8.327080076996566,[ 31  75 272 367 246 226 164 603],[12640 11734  7240  5179  4588  4207  3076  1167],[ 7827 10449  6542  9166  9360  2545  2115  1827],[ 6934 13206 13607  8837  4741  1788   579   139],[14598 11994  7919  5313  3757  2413  1509  2328],[ 5462 17399 14909  8062  3029   799   147    24]
3,0.7667956789315233,1.9659171641023236,0.5086684313357728,0.18239132743393055,1.0,0.36371065831017513,3.4074813245003526,[ 22  46  89  66  40 170 517 904],[10285 11658  9543  6547  4860  3779  2342   835],[2460 4632 4517 9448 8498 6270 5443 8581],[3095 7970 9794 9944 8724 6559 3132  631],[ 6569  7394  6728  5699  4730  3883  3171 11675],[ 3858 13091 15422 10617  4907  1543   365    46]
4,0.4079745960785404,2.5276444612929256,0.39562526111306257,0.070231041718861,1.0,0.4043919206866002,8.844223529107506,[134 230 430 244 369 312 191 190],[12136 11576  7618  5606  4577  3858  3095  1383],[ 8807  9513 13040  8791  4435  1811  1770  1682],[ 5219 12768 13255  9502  5448  2448  1009   200],[14164 12684  8169  5446  3570  2289  1331  2196],[ 3794 13542 15441 10278  4652  1636   434    72]
5,1.2222632537567732,1.9683493738336844,0.5080398903230962,0.1861827357984664,1.0,0.5128695654256671,5.707845176278345,[ 34  39  37 162 427 311 481 652],[ 9514 12621  9509  6899  5041  3363  2116   776],[ 3028  8061 11374 10992 10779  2665  1921  1019],[ 4614 14683 13970  9713  4705  1701   396    57],[ 9489 11786  9167  6568  4481  2952  1995  3401],[ 4115 14795 16828  9705  3479   786   122     9]
6,1.8535267786197527,1.6746398620802054,0.5971433157919812,0.2909167872011972,1.0,0.6208865573832737,4.210446448624966,[  4  17 120 292 328 284 524 461],[ 8756 12827  9903  7193  5102  3451  1953   664],[1449 5189 9802 8875 9989 7579 4792 2174],[ 3219 10675 13382 11390  6806  3491   841    45],[ 4649  7034  7260  6551  5475  4608  3649 10623],[ 2849 12608 16337 11626  4888  1331   195    15]
7,1.0438713245763156,1.708685660242816,0.5852451526150767,0.10774070647641115,1.0,0.42220261051773017,0.13521574101146075,[   1    0   99  197  136 1322  133    8],[10780 10223  8640  8691  5721  3156  1929   717],[ 1017  2897  4739  3582 11694 14425  9443  2060],[ 7795 16610  9934  5419  3439  2954  3130   576],[16774 12819  6393  4486  2905  2191  1742  2547],[ 4236 14130 15173  9656  4877  1553   224     8]
8,1.5344404960337457,1.9639408145129684,0.5091803136888251,0.18731534245243775,1.0,0.45414695741960753,3.979738718697533,[ 24 287 871 259  37   7   3   2],[ 9342 12093  9123  7772  5364  3357  2022   708],[3032 8056 9431 8183 9181 4091 5290 2517],[ 4314 11724 12568 10288  7168  2905   479   335],[6546 7702 7629 6355 5461 4248 3303 8537],[ 3472 13248 16119 11098  4603  1038   188    15]
9,0.6612600937096115,2.310619872179065,0.43278429829175447,0.1354708435443658,1.0,0.24477882749551,204.90318478545882,[  16    0  133  252   92   48  199 1273],[12132 11739  7520  5696  4665  3932  2870  1278],[ 2895  5025  8178 13083 17068  1841  1493   249],[ 5936 12259 13241  8888  5470  2575  1440    23],[15799 11451  7813  4911  2987  2161  1564  3146],[10294 18017 13201  5736  1974   513    86    11]
10,1.1154756670784711,8.216963349789769,0.12169945969463099,0.07078720770425048,1.0,0.2795500239868037,93.65228930260429,[  9  46 125  97 443  28 118 496],[13797  9738  7024  5799  4806  4104  3374  1137],[19388  5044  5373  4093  7360  5499   922  2100],[10632  9926 11301 10411  3762  2455  1006   286],[19713  6491  5175  4660  3835  2772  1998  5135],[11632 17410 10484  5093  3354  1486   294    26]
11,0.6217252466969816,26.57547607437843,0.037628676799664404,0.011898325471952253,1.0,0.29048443195551055,0.21499733160590762,[ 37  36  50 228 607 853  53  16],[13345  9179  8324  6039  4676  4004  2812  1465],[ 4769 16748  3257  1595 15404  3966  1488  2617],[10925  7199 12981 13884  2972  1145   622   116],[23983  7793  5356  3802  2792  3222  1606  1290],[ 5312 13739 12668  9135  5611  2410   854   115]
12,0.5903695931351141,2.5342600923800203,0.3945924899369196,0.07782691826497079,1.0,0.3709822977440627,0.3779364338910744,[143 278 151  45 151 673 317 137],[11029 11119  8675  6699  5231  4061  2239   794],[  930  8378 21095  1930  6377  6612  3656   869],[ 8392 12533  9479 12880  4780  1012   696    75],[18960 10956  6517  4790  2778  1804  1494  2548],[ 5915 15900 14240  8022  3569  1638   473    90]
13,0.3928260926883318,5.9854598172789695,0.16707154179085387,0.02849050116419087,1.0,0.1742073457963223,0.28314537339457463,[485   2  29  22  51  32  56 947],[13043 10090  7592  6108  4771  3883  3082  1237],[ 1468 13428 16911 12226  4433   470   456   414],[24995 13421  6951  3410   926    84    14     5],[41600  5180  1601   701   364   169   110    81],[16449 20575  8563  2909   948   280    66    16]
14,0.8840697792725616,3.6166427228168727,0.276499526395335,0.16969169828031366,1.0,0.222141867987841,0.9202368739908127,[  8  53 328 317 241 163 443 377],[12267 10829  7550  6423  5127  3888  2650  1117],[11615 18434  8469  5293  4532   685   428   395],[13218 14719 11665  7609  2195   298   128    19],[20929 11567  6381  3826  2390  1625  1093  2040],[10514 19535 12133  5184  1815   515   134    21]
15,0.6218032981184287,26.537840063230938,0.03768204185485063,0.011906298710702961,1.0,0.29052375761915444,0.21497799631057454,[ 76 139 669 412 380 151  35  19],[13483  8930  8042  6109  4976  4049  2838  1421],[ 5247 19161  3622  1510 15626  2197  1097  1388],[12646  8363 12456 12695  2695   657   296    40],[26913  7933  4835  3427  2233  2600  1070   837],[ 6042 14240 12822  8966  4788  2164   768    58]
16,0.3935665271055717,3.615765885675291,0.2765665785945201,0.0937742206589065,1.0,0.47766721207533847,0.5391137825053818,[ 63 211 244 106 193 140 143 803],[ 9715 12246  9306  6822  5163  3795  2075   723],[ 8174 23485  8959  3973  2948  1460   407   439],[13605 18219 12199  4077  1357   317    62     9],[23964 12117  6471  3633  1748   878   444   590],[ 6558 17105 13985  7567  3326  1088   201    15]
17,0.3761658804769499,2.820053282430673,0.35460322903476327,0.1028052096196137,1.0,0.4284709360407109,0.34392960859346955,[ 84 225 133  55 153 805   4  89],[ 9737 10935  9212  7800  6018  3704  1843   560],[  879 16022   752  1078 28255     0     0  2823],[ 8540  4291 20882  7668  6796   636   934    62],[16655  7571  4775  6725  6318  4180  1471  2114],[ 8274 16221  9473  7833  5835  1973   187    13]
18,0.5152190527593471,1.9127617038152325,0.522804277190086,0.20075487463231118,1.0,0.39873723497630276,1.2843547216019293,[ 12  61 188 361 145 267 718 211],[11297 11403  8597  6394  4926  3694  2625   907],[ 7342 13917  6329  3565  1792  4445  4739  7714],[ 5834 10357  9206 10643  8181  3190  1383  1049],[11286  9424  6801  4812  3776  3125  2414  8205],[ 5961 15309 14221  8463  4050  1426   349    64]
